id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kematian,penyebab_kematian,jumlah_kematian,satuan,tahun
460,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN POST-NEO,PNEUMONIA,3,JIWA,2017
461,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN POST-NEO,SALURAN CERNA,1,JIWA,2017
462,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
463,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAHIR MATI,ASFIKSIA,6,JIWA,2017
464,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAHIR MATI,BBLR,19,JIWA,2017
465,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAHIR MATI,KELAINAN,4,JIWA,2017
466,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAHIR MATI,LAIN-LAIN,8,JIWA,2017
467,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAHIR MATI,SEPSIS,0,JIWA,2017
468,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAHIR MATI,TETANUS,0,JIWA,2017
469,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN BALITA,CAMPAK,1,JIWA,2017
470,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN BALITA,DEMAM,0,JIWA,2017
471,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN BALITA,DIARE,3,JIWA,2017
472,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
473,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN BALITA,LAIN-LAIN,9,JIWA,2017
474,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN BALITA,MALARIA,0,JIWA,2017
475,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN BALITA,PNEUMONIA,5,JIWA,2017
476,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN IBU,GANGGUAN DARAH,0,JIWA,2017
477,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
478,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN IBU,HIPERTENSI,1,JIWA,2017
479,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN IBU,INFEKSI,0,JIWA,2017
480,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN IBU,LAIN-LAIN,3,JIWA,2017
481,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN IBU,PENDARAHAN,2,JIWA,2017
482,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
483,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
484,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN POST-NEO,LAIN-LAIN,7,JIWA,2017
485,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
486,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN POST-NEO,PNEUMONIA,3,JIWA,2017
487,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
488,32,JAWA BARAT,3271,KOTA BOGOR,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
489,32,JAWA BARAT,3271,KOTA BOGOR,LAHIR MATI,ASFIKSIA,18,JIWA,2017
490,32,JAWA BARAT,3271,KOTA BOGOR,LAHIR MATI,BBLR,27,JIWA,2017
491,32,JAWA BARAT,3271,KOTA BOGOR,LAHIR MATI,KELAINAN,7,JIWA,2017
492,32,JAWA BARAT,3271,KOTA BOGOR,LAHIR MATI,LAIN-LAIN,12,JIWA,2017
493,32,JAWA BARAT,3271,KOTA BOGOR,LAHIR MATI,SEPSIS,0,JIWA,2017
494,32,JAWA BARAT,3271,KOTA BOGOR,LAHIR MATI,TETANUS,0,JIWA,2017
495,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
496,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN BALITA,DEMAM,2,JIWA,2017
497,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN BALITA,DIARE,0,JIWA,2017
498,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
499,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN BALITA,LAIN-LAIN,4,JIWA,2017
500,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN BALITA,MALARIA,0,JIWA,2017
501,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
502,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN IBU,GANGGUAN DARAH,1,JIWA,2017
503,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
504,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN IBU,HIPERTENSI,1,JIWA,2017
505,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN IBU,INFEKSI,1,JIWA,2017
506,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN IBU,LAIN-LAIN,3,JIWA,2017
507,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN IBU,PENDARAHAN,1,JIWA,2017
508,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN POST-NEO,DIARE,2,JIWA,2017
509,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
510,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN POST-NEO,LAIN-LAIN,10,JIWA,2017
511,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
512,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN POST-NEO,PNEUMONIA,1,JIWA,2017
513,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN POST-NEO,SALURAN CERNA,1,JIWA,2017
514,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
515,32,JAWA BARAT,3272,KOTA SUKABUMI,LAHIR MATI,ASFIKSIA,5,JIWA,2017
516,32,JAWA BARAT,3272,KOTA SUKABUMI,LAHIR MATI,BBLR,11,JIWA,2017
517,32,JAWA BARAT,3272,KOTA SUKABUMI,LAHIR MATI,KELAINAN,4,JIWA,2017
518,32,JAWA BARAT,3272,KOTA SUKABUMI,LAHIR MATI,LAIN-LAIN,7,JIWA,2017
519,32,JAWA BARAT,3272,KOTA SUKABUMI,LAHIR MATI,SEPSIS,0,JIWA,2017
520,32,JAWA BARAT,3272,KOTA SUKABUMI,LAHIR MATI,TETANUS,0,JIWA,2017
521,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
522,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN BALITA,DEMAM,0,JIWA,2017
523,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN BALITA,DIARE,1,JIWA,2017
524,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
525,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN BALITA,LAIN-LAIN,12,JIWA,2017
526,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN BALITA,MALARIA,0,JIWA,2017
527,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN BALITA,PNEUMONIA,2,JIWA,2017
528,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN IBU,GANGGUAN DARAH,1,JIWA,2017
529,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
530,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN IBU,HIPERTENSI,4,JIWA,2017
531,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN IBU,INFEKSI,1,JIWA,2017
532,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN IBU,LAIN-LAIN,9,JIWA,2017
533,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN IBU,PENDARAHAN,4,JIWA,2017
534,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN POST-NEO,DIARE,4,JIWA,2017
535,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
536,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN POST-NEO,LAIN-LAIN,23,JIWA,2017
537,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
538,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN POST-NEO,PNEUMONIA,8,JIWA,2017
539,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
540,32,JAWA BARAT,3273,KOTA BANDUNG,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
541,32,JAWA BARAT,3273,KOTA BANDUNG,LAHIR MATI,ASFIKSIA,14,JIWA,2017
542,32,JAWA BARAT,3273,KOTA BANDUNG,LAHIR MATI,BBLR,23,JIWA,2017
543,32,JAWA BARAT,3273,KOTA BANDUNG,LAHIR MATI,KELAINAN,1,JIWA,2017
544,32,JAWA BARAT,3273,KOTA BANDUNG,LAHIR MATI,LAIN-LAIN,53,JIWA,2017
545,32,JAWA BARAT,3273,KOTA BANDUNG,LAHIR MATI,SEPSIS,3,JIWA,2017
546,32,JAWA BARAT,3273,KOTA BANDUNG,LAHIR MATI,TETANUS,0,JIWA,2017
547,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN BALITA,CAMPAK,1,JIWA,2017
548,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN BALITA,DEMAM,1,JIWA,2017
549,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN BALITA,DIARE,0,JIWA,2017
550,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
551,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN BALITA,LAIN-LAIN,2,JIWA,2017
552,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN BALITA,MALARIA,0,JIWA,2017
553,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN BALITA,PNEUMONIA,2,JIWA,2017
554,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN IBU,GANGGUAN DARAH,0,JIWA,2017
555,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
556,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN IBU,HIPERTENSI,3,JIWA,2017
557,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN IBU,INFEKSI,0,JIWA,2017
558,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN IBU,LAIN-LAIN,0,JIWA,2017
559,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN IBU,PENDARAHAN,1,JIWA,2017
560,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
561,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
562,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN POST-NEO,LAIN-LAIN,0,JIWA,2017
563,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
564,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN POST-NEO,PNEUMONIA,3,JIWA,2017
565,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
566,32,JAWA BARAT,3274,KOTA CIREBON,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
567,32,JAWA BARAT,3274,KOTA CIREBON,LAHIR MATI,ASFIKSIA,2,JIWA,2017
568,32,JAWA BARAT,3274,KOTA CIREBON,LAHIR MATI,BBLR,9,JIWA,2017
569,32,JAWA BARAT,3274,KOTA CIREBON,LAHIR MATI,KELAINAN,2,JIWA,2017
570,32,JAWA BARAT,3274,KOTA CIREBON,LAHIR MATI,LAIN-LAIN,0,JIWA,2017
571,32,JAWA BARAT,3274,KOTA CIREBON,LAHIR MATI,SEPSIS,1,JIWA,2017
572,32,JAWA BARAT,3274,KOTA CIREBON,LAHIR MATI,TETANUS,0,JIWA,2017
573,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
574,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN BALITA,DEMAM,0,JIWA,2017
575,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN BALITA,DIARE,0,JIWA,2017
576,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
577,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN BALITA,LAIN-LAIN,5,JIWA,2017
578,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN BALITA,MALARIA,0,JIWA,2017
579,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
580,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN IBU,GANGGUAN DARAH,0,JIWA,2017
581,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
582,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN IBU,HIPERTENSI,1,JIWA,2017
583,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN IBU,INFEKSI,1,JIWA,2017
584,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN IBU,LAIN-LAIN,9,JIWA,2017
585,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN IBU,PENDARAHAN,4,JIWA,2017
586,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
587,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
588,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN POST-NEO,LAIN-LAIN,4,JIWA,2017
589,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
590,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN POST-NEO,PNEUMONIA,3,JIWA,2017
591,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
592,32,JAWA BARAT,3275,KOTA BEKASI,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
593,32,JAWA BARAT,3275,KOTA BEKASI,LAHIR MATI,ASFIKSIA,9,JIWA,2017
594,32,JAWA BARAT,3275,KOTA BEKASI,LAHIR MATI,BBLR,8,JIWA,2017
595,32,JAWA BARAT,3275,KOTA BEKASI,LAHIR MATI,KELAINAN,0,JIWA,2017
596,32,JAWA BARAT,3275,KOTA BEKASI,LAHIR MATI,LAIN-LAIN,30,JIWA,2017
597,32,JAWA BARAT,3275,KOTA BEKASI,LAHIR MATI,SEPSIS,4,JIWA,2017
598,32,JAWA BARAT,3275,KOTA BEKASI,LAHIR MATI,TETANUS,0,JIWA,2017
599,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
600,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN BALITA,DEMAM,0,JIWA,2017
601,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN BALITA,DIARE,1,JIWA,2017
602,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
603,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN BALITA,LAIN-LAIN,7,JIWA,2017
604,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN BALITA,MALARIA,0,JIWA,2017
605,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
606,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN IBU,GANGGUAN DARAH,4,JIWA,2017
607,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
608,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN IBU,HIPERTENSI,4,JIWA,2017
609,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN IBU,INFEKSI,1,JIWA,2017
610,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN IBU,LAIN-LAIN,4,JIWA,2017
611,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN IBU,PENDARAHAN,6,JIWA,2017
612,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
613,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
614,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN POST-NEO,LAIN-LAIN,11,JIWA,2017
615,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
616,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN POST-NEO,PNEUMONIA,1,JIWA,2017
617,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
618,32,JAWA BARAT,3276,KOTA DEPOK,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
619,32,JAWA BARAT,3276,KOTA DEPOK,LAHIR MATI,ASFIKSIA,16,JIWA,2017
620,32,JAWA BARAT,3276,KOTA DEPOK,LAHIR MATI,BBLR,26,JIWA,2017
621,32,JAWA BARAT,3276,KOTA DEPOK,LAHIR MATI,KELAINAN,10,JIWA,2017
622,32,JAWA BARAT,3276,KOTA DEPOK,LAHIR MATI,LAIN-LAIN,9,JIWA,2017
623,32,JAWA BARAT,3276,KOTA DEPOK,LAHIR MATI,SEPSIS,0,JIWA,2017
624,32,JAWA BARAT,3276,KOTA DEPOK,LAHIR MATI,TETANUS,0,JIWA,2017
625,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
626,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN BALITA,DEMAM,0,JIWA,2017
627,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN BALITA,DIARE,1,JIWA,2017
628,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
629,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN BALITA,LAIN-LAIN,0,JIWA,2017
630,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN BALITA,MALARIA,0,JIWA,2017
631,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN BALITA,PNEUMONIA,1,JIWA,2017
632,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN IBU,GANGGUAN DARAH,2,JIWA,2017
633,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
634,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN IBU,HIPERTENSI,4,JIWA,2017
635,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN IBU,INFEKSI,0,JIWA,2017
636,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN IBU,LAIN-LAIN,3,JIWA,2017
637,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN IBU,PENDARAHAN,3,JIWA,2017
638,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
639,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
640,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN POST-NEO,LAIN-LAIN,5,JIWA,2017
641,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
642,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN POST-NEO,PNEUMONIA,1,JIWA,2017
643,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN POST-NEO,SALURAN CERNA,2,JIWA,2017
644,32,JAWA BARAT,3277,KOTA CIMAHI,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
645,32,JAWA BARAT,3277,KOTA CIMAHI,LAHIR MATI,ASFIKSIA,23,JIWA,2017
646,32,JAWA BARAT,3277,KOTA CIMAHI,LAHIR MATI,BBLR,23,JIWA,2017
647,32,JAWA BARAT,3277,KOTA CIMAHI,LAHIR MATI,KELAINAN,6,JIWA,2017
648,32,JAWA BARAT,3277,KOTA CIMAHI,LAHIR MATI,LAIN-LAIN,6,JIWA,2017
649,32,JAWA BARAT,3277,KOTA CIMAHI,LAHIR MATI,SEPSIS,0,JIWA,2017
650,32,JAWA BARAT,3277,KOTA CIMAHI,LAHIR MATI,TETANUS,0,JIWA,2017
651,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
652,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN BALITA,DEMAM,0,JIWA,2017
653,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN BALITA,DIARE,0,JIWA,2017
654,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
655,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN BALITA,LAIN-LAIN,3,JIWA,2017
656,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN BALITA,MALARIA,0,JIWA,2017
657,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN BALITA,PNEUMONIA,0,JIWA,2017
658,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN IBU,GANGGUAN DARAH,1,JIWA,2017
659,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
660,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN IBU,HIPERTENSI,3,JIWA,2017
661,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN IBU,INFEKSI,2,JIWA,2017
662,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN IBU,LAIN-LAIN,1,JIWA,2017
663,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN IBU,PENDARAHAN,7,JIWA,2017
664,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN POST-NEO,DIARE,0,JIWA,2017
665,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
666,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN POST-NEO,LAIN-LAIN,4,JIWA,2017
667,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
668,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN POST-NEO,PNEUMONIA,5,JIWA,2017
669,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
670,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
671,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAHIR MATI,ASFIKSIA,3,JIWA,2017
672,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAHIR MATI,BBLR,3,JIWA,2017
673,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAHIR MATI,KELAINAN,1,JIWA,2017
674,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAHIR MATI,LAIN-LAIN,2,JIWA,2017
675,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAHIR MATI,SEPSIS,0,JIWA,2017
676,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAHIR MATI,TETANUS,0,JIWA,2017
677,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN BALITA,CAMPAK,0,JIWA,2017
678,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN BALITA,DEMAM,1,JIWA,2017
679,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN BALITA,DIARE,2,JIWA,2017
680,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN BALITA,DIFTERI,0,JIWA,2017
681,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN BALITA,LAIN-LAIN,8,JIWA,2017
682,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN BALITA,MALARIA,0,JIWA,2017
683,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN BALITA,PNEUMONIA,2,JIWA,2017
684,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN IBU,GANGGUAN DARAH,0,JIWA,2017
685,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN IBU,GANGGUAN METABOLIK,0,JIWA,2017
686,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN IBU,HIPERTENSI,2,JIWA,2017
687,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN IBU,INFEKSI,0,JIWA,2017
688,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN IBU,LAIN-LAIN,0,JIWA,2017
689,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN IBU,PENDARAHAN,1,JIWA,2017
690,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN POST-NEO,DIARE,1,JIWA,2017
691,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN POST-NEO,KELAINAN SARAF,0,JIWA,2017
692,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN POST-NEO,LAIN-LAIN,13,JIWA,2017
693,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN POST-NEO,MALARIA,0,JIWA,2017
694,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN POST-NEO,PNEUMONIA,1,JIWA,2017
695,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN POST-NEO,SALURAN CERNA,0,JIWA,2017
696,32,JAWA BARAT,3279,KOTA BANJAR,KEMATIAN POST-NEO,TETANUS,0,JIWA,2017
697,32,JAWA BARAT,3279,KOTA BANJAR,LAHIR MATI,ASFIKSIA,5,JIWA,2017
698,32,JAWA BARAT,3279,KOTA BANJAR,LAHIR MATI,BBLR,10,JIWA,2017
699,32,JAWA BARAT,3279,KOTA BANJAR,LAHIR MATI,KELAINAN,4,JIWA,2017
700,32,JAWA BARAT,3279,KOTA BANJAR,LAHIR MATI,LAIN-LAIN,5,JIWA,2017
701,32,JAWA BARAT,3279,KOTA BANJAR,LAHIR MATI,SEPSIS,2,JIWA,2017
702,32,JAWA BARAT,3279,KOTA BANJAR,LAHIR MATI,TETANUS,0,JIWA,2017
703,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEMATIAN BALITA,CAMPAK,0,JIWA,2018
704,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEMATIAN BALITA,DEMAM,1,JIWA,2018
